Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country,openai_answer
Neumann Group,"Neumann Group is a manufacturer, supplier, and recycler of building materials.",R8,Recycle,Burg,Sachsen-Anhalt,Germany,"RR8: ""Recycle"""
Allmendinger Elektromechanik,"Allmendinger Elektromechanik specializes in renewable energy and semiconductor manufacturing, offering repair and maintenance services.",R4,Repair,Bad Überkingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
RTS Elektronik Systeme,"RTS Elektronik Systeme engages in the repair, technical service, and refurbishment of electronic-hardware.","R4, R5","Repair, Refurbish",Wolnzach,Bayern,Germany,"RR4: ""Repair"", RR5: ""Refurbish"""
Electro Hartman,Electro Hartman provides repair and installation of electrical systems.,R4,Repair,Beeskow,Brandenburg,Germany,"RR4: ""Repair"""
RecycleMe,"RecycleMe is a recycling company that offers packaging, recycling consulting, and waste management services.",R8,Recycle,Herborn,Hessen,Germany,"RR8: ""Recycle"""
BeKor,"BeKor is a building management company that specialises in concrete refurbishment, corrosion protection, and floor coating services.",R5,Refurbish,Hamburg,Hamburg,Germany,"RR5: ""Refurbish"""
Avt Plus Media Service,"Avt Plus Media Service is a broadcast technology company that sells, rents, and repairs video and event technology products.",R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
RAMtoTEC,RAMtoTEC is a machine repair and maintenance company that offers spare parts overhaul and preventive maintenance services.,R4,Repair,Bobingen,Bayern,Germany,"RR4: ""Repair"""
Hatecke,"Hatecke provides cargo life and life-saving equipment, fleet agreement, hooks, hook replacement, refurbishment, and overhaul services.",R5,Refurbish,Drochtersen,Niedersachsen,Germany,"RR5: ""Refurbish""."
Construction field oil,Construction field oil is a waste management company that collects and recycles used oils.,R8,Recycle,Munich,Bayern,Germany,"RR8: ""Recycle"""
HWI IT,"HWI IT provides IT infrastructure, networking, backup recovery, and datacenter for workspaces, building management, and industries.",R9,Recover,Malterdingen,Baden-Wurttemberg,Germany,"RR9: ""Recover"""
SOTEC,"SOTEC is a printer company that provides sales, leasing, and repair services for printing and copying equipment.",R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
EFCO mechanical engineering,EFCO mechanical engineering is a manufacturer of repair and testing equipment and supply to a broad range of industries.,R4,Repair,Düren,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
HENKEL + ROTH,Henkel + Roth is an engineering company that provides customized automation solutions to increase efficiency and reduce costs.,R2,Reduce,Ilmenau,Thuringen,Germany,"Disagree. Henkel + Roth, as an engineering company providing automation solutions, may not directly align with the circular economy strategy of ""Reduce,"" which focuses on minimizing resources and waste in the production process. Their primary focus is likely on optimizing efficiency and reducing costs through automation, rather than specifically targeting resource reduction."
ATLAS Mortag Construction Machinery and Vehicle Technology,"ATLAS Mortag Construction Machinery and Vehicle Technology provides construction machinery sales, rental, and repair services.",R4,Repair,Erfurt,Thuringen,Germany,"RR4: ""Repair"""
Cerbor Engineering,Cerbor Engineering is a consulting firm that optimizes technical operating equipment to reduce fossil consumption and energy costs.,R2,Reduce,Munich,Bayern,Germany,"RR2: ""Reduce"""
Schmitz,"Schmitz GmbH offers tank protection, cleaning, inspection, and repair services.",R4,Repair,Viersen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
BOB Automobile,"BOB Automobile is a car dealership that provides vehicle leasing, car selling, and car repair services.",R4,Repair,Bochum,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Automobil,"Automobil is an automotive company that provides workshop replacement, car rental, and vehicle repair services.",R4,Repair,Crailsheim,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Schötex,"Schötex specializes in software development, IT infrastructure, IT security, data recovery, hardware, and creation of e-commerce websites.",R9,Recover,Lohr,Bayern,Germany,"RR9: ""Recover"""
BVS industrial electronics,"BVS industrial electronics provides CNC, PLC, and robotic automation repair, sale, and on-site service.",R4,Repair,Hanau,Hessen,Germany,"RR4: ""Repair"""
RETECO,RETECO is a software solution provider that solves the complex issues of logistics within the organization to reduce the cost.,R2,Reduce,Lübeck,Schleswig-Holstein,Germany,"RR2: ""Reduce"""
SKE International,"SKE International provides facility maintenance, repair, building, and construction services.",R4,Repair,Goldbach,Bayern,Germany,"RR4: ""Repair"""
HSR Speckhahn Stahl und Maschinenbau,"HSR Speckhahn Stahl und Maschinenbau offers end-to-end machinery repairing, maintenance, and plant optimization, and machining solutions.",R4,Repair,Radenbeck,Niedersachsen,Germany,"RR4: ""Repair"""
OTHEB,Danova is an information technology company that specializes in cybersecurity and data recovery services.,R9,Recover,Kiel,Schleswig-Holstein,Germany,"Disagree. The circular economy strategy 'Recover' involves extracting useful materials or energy from waste products, which does not align with the primary services of a cybersecurity and data recovery company like 'OTHEB'."
Wilhelm Hoven Maschinenfabrik,"Hoven specializes in tailor-made hydraulic systems, special cylinders, and cylinder repairs for plant construction, construction machinery.",R4,Repair,Stolberg,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Hokema,Hokema is a producer and supplier of musical instruments and develops harmonious sounds with repair services.,R4,Repair,Walsrode,Niedersachsen,Germany,"RR4: ""Repair"""
Kölner Wohnungsgenossenschaft,"Kölner Wohnungsgenossenschaft provides sewege, house repaire, maintenance, and emergancy home services.",R4,Repair,Cologne,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
RS Diving Contractor,"RS Diving Contractor specializes in subsea inspections, maintenance, and repair work for onshore and offshore operations.",R4,Repair,Neumünster,Schleswig-Holstein,Germany,"RR4: ""Repair"""
PDR,PDR is an environmental recycling company that recycles used products and production residues.,R8,Recycle,Thurnau,Bayern,Germany,"RR8: ""Recycle"""
Vrielmann,"Vrielmann specializes in the planning, manufacturing, installation, maintenance, and repair of electrical systems.",R4,Repair,Nordhorn,Niedersachsen,Germany,"RR4: ""Repair"""
Feser-Graf Group,"Feser-Graf Group provides a selection of new and pre-owned branded cars with financing, leasing, rental, sales and repair services.",R4,Repair,Nuremberg,Bayern,Germany,"RR4: ""Repair"""
4 Di Motion,"4 Di Motion develops high-quality 3D animation, video editing and production services as well as repair of electronic equipments.",R4,Repair,Quarnbek,Schleswig-Holstein,Germany,"RR4: ""Repair"""
BTS Network,"BTS Network is a telecommunication company that provides consulting, training, logistics, rental, and repair services.",R4,Repair,Wesseling,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Reiling,"Reiling is a resource management and recycling company that recycles glass, wood, and PET bottles.",R8,Recycle,Marienfeld,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
Joseph Hubert,"Joseph Hubert is a railroad construction company that offers welding technology, repair and maintenance services.",R4,Repair,Nürnberg,Bayern,Germany,"RR4: ""Repair"""
PT Shipmanagement,"PT Shipmanagement specializes in fleet management, technical management, dry docking and engine repairs.",R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
SATTIS,"SATTIS offers network solutions, IT security, software development, hardware, software, repairing, project planning, and IT services.",R4,Repair,Undenheim,Rheinland-Pfalz,Germany,"RR4: ""Repair"""
deckenpost,"Deckenpost provides sustainable washing, repair, and delivery services for horse blankets and equestrian supplies.",R4,Repair,Rheine,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Autotec,"Autotec specializes in the sales, repair, and maintenance of car parts and accessories.",R4,Repair,Barsinghausen,Niedersachsen,Germany,"RR4: ""Repair"""
WP Group,"WP Group provides inspection, repair, and maintenance services for the wind turbine industry.",R4,Repair,Ritterhude,Niedersachsen,Germany,"RR4: ""Repair"""
Bauschutz,"Bauschutz offers flat roof waterproofing, floor coating, corrosion protection, pollutant remediation, facade and concrete repair services.",R4,Repair,Asperg,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
BTV,"BTV focuses on manufacturing, assembly, maintenance, and repair of combined heat and power plants for energy generation.",R4,Repair,Viersen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Loeffler International,"Loeffler International is a yacht repair center that offers inspection, welding assemblies, and refurbishment services.","R4, R5","Repair, Refurbish",Borstel-hohenraden,Schleswig-Holstein,Germany,"RR4: ""Repair"", RR5: ""Refurbish"""
etree GmbH,etree distributes new and refurbished IT and CE equipment around the world with focus on the German market.,R5,Refurbish,Cologne,Nordrhein-Westfalen,Germany,"RR5: ""Refurbish"""
Rhoncloud,"Rhoncloud is an IT company that offers data recovery, cloud infrastructure, network security, web hosting, and technical support services.",R9,Recover,Tann,Hessen,Germany,"Disagree. Rhoncloud, being an IT company focused on services like data recovery, cloud infrastructure, and network security, does not directly align with the circular economy strategy of ""Recover,"" which involves extracting useful materials or energy from waste products."
Cameo Laser,"Cameo Laser supplies, maintains, and repairs laser products and accessories.",R4,Repair,Stuhr,Niedersachsen,Germany,"RR4: ""Repair"""
Harich Tools Machines,Harich Tools Machines is a supplier of new and used machines that offers repair services.,R4,Repair,Wetzlar,Hessen,Germany,"RR4: ""Repair"""
HeliEngadin,"HeliEngadin is a platform for aerial services, sales, and repairings for many UAV-related products.",R4,Repair,Moritz,Sachsen,Germany,"RR4: ""Repair"""
ENOVA Service,"ENOVA Service offers maintenance and repair services for wind energy plants, contributing to renewable energy production.",R4,Repair,Bunderhee,Niedersachsen,Germany,"RR4: ""Repair"""
KRAIBURG Relastec,KRAIBURG Relastec is a recycler of tire granules and technical rubber leftovers.,R8,Recycle,Salzwedel,Sachsen-Anhalt,Germany,"RR8: ""Recycle"""
Cooper Roofing,"Cooper Roofing Inc. offers commercial and industrial roofing services, including repairs, maintenance, and construction.",R4,Repair,Pausa,Sachsen,Germany,"RR4: ""Repair"""
Philion,"Philion is a telecommunication company that offers services for mobile telephony, fixed network, accessories, and repair service.",R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
Zoeller-Kipper,"Zoeller-kipper is a manufacturer and supplier of refuse collection vehicles, lifters, assistance systems, and loaders for industries.",R0,Refuse,Mainz,Rheinland-Pfalz,Germany,"Disagree. Zoeller-Kipper's core business involves manufacturing and supplying refuse collection vehicles and related equipment, which are essential for waste management. Therefore, the circular economy strategy of ""Refuse"" would not align with their primary operations."
Rudolf Schuy,Rudolph Schuy is a scrap trading company that disposes and recycles metals.,R8,Recycle,Limburg,Hessen,Germany,"RR8: ""Recycle"""
Westro,"Westro designs, installs, repairs, and maintains furnace and steel apparatus pipeline construction.",R4,Repair,Oberhausen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Weilandt Elektronik,"Weilandt Elektronik repairs portable data terminals, mobile computers, hand scanners and label printers.",R4,Repair,Essen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Schmeisser,"Schmeisser manufactures, sells, and repairs handguns for hunters and sports shooters.",R4,Repair,Krefeld,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Klima Becker Full Service,"Klima Becker Full Service offers maintenance, repair, control, and inspection services for refrigeration, air conditioning, and ventilation.",R4,Repair,Saarbrücken,Saarland,Germany,"RR4: ""Repair"""
Unitor Torsysteme,"Unitor Torsysteme manufactures, assembles, maintains, and repairs gate systems.",R4,Repair,Jemgum,Niedersachsen,Germany,"RR4: ""Repair"""
Buhl-PaperForm,"Buhl-PaperForm manufactures eco-friendly, customer-specific packaging solutions using recovered paper.",R9,Recover,Burbach,Nordrhein-Westfalen,Germany,"RR9: ""Recover"""
Aircraft shipyard Bonn-Hangelar,"Aircraft shipyard Bonn-Hangelar installs, maintains, and repairs avionics systems and panel layouts.",R4,Repair,Sankt Augustin,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Nateka,"Nateka provides repair and installation services for telephone systems, IT technology, and radio systems.",R4,Repair,Neubrandenburg,Mecklenburg-Vorpommern,Germany,"RR4: ""Repair"""
Springer,"Springer is a manufacturer and supplier of pipe clamps reducers, tees, elbows, and flanges.",R2,Reduce,Nettetal,Nordrhein-Westfalen,Germany,"RR2: ""Reduce"""
Autohaus Brandt,"Autohaus Brandt is an automotive company that provides glass repair, maintenance packages, spare parts, and accessories.",R4,Repair,Weyhe,Niedersachsen,Germany,"RR4: ""Repair"""
A-SPT Protective Solutions,A-SPT Protective Solutions GmbH specializes in heavy-duty corrosion protection and tailored refurbishment solutions.,R5,Refurbish,Marl,Niedersachsen,Germany,"RR5: ""Refurbish"""
