Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country
Dunkel,"Dunkel specializes in managed IT, virtual data centers, private cloud, cloud storage, data center replication and recovery services.",R9,Recover,Hattersheim,Hessen,Germany
KARO-Gebäudereinigungs,"KARO-Gebäudereinigungs offers logistics, caretaker and building services such as material logistics, repairs, carpet and facility cleaning.",R4,Repair,Hamburg,Hamburg,Germany
Fischer-Modell,"Fischer-Modell manufactures model railway locomotives and offers digital decoders, sound conversions, and repair services.",R4,Repair,Lüchow,Niedersachsen,Germany
Gedankenfabrik,Gedankenfabrik is a business consultancy company that offers IT related services on the rethink and reinvention principle.,R1,Rethink,Hamburg,Hamburg,Germany
Pro-Di,"Pro-Di offers inspection, maintenance, repair, troubleshooting, and optimization services for industrial plants.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany
DEG Everything for the roof eG,DEG Everything for the roof eG purchases and repairs roofing products.,R4,Repair,Koblenz,Rheinland-Pfalz,Germany
DCA Computer,"DCA Computer provides the sale of computer hardware, software, and accessories along with repairs, servicing, and support.",R4,Repair,Eberswalde,Brandenburg,Germany
Binder Systemhaus,"Binder Systemhaus manufactures telecommunications systems, VoIP, ICT, network technology, alarm systems and offers repair service.",R4,Repair,Balingen,Baden-Wurttemberg,Germany
Unitec D,"Unitec D specializes in helping to reduce the volume of internal processed transactions and optimize purchasing, procurement, and logistics.",R2,Reduce,Gersthofen,Bayern,Germany
Rytec,"Rytec is an engineering company that offers CHP maintenance, repair, plant construction, and FID measurement services.",R4,Repair,Baden-baden,Baden-Wurttemberg,Germany
Autobund,Autobund is an automobile services center that renders vehicle wash and polish and repair services.,R4,Repair,Weischlitz,Sachsen,Germany
Schiffbau- u. Entwicklungsgesellschaft Tangermünde,Schiffbau- u. Entwicklungsgesellschaft Tangermünde is a shipbuilding company that provides ship construction and repair services.,R4,Repair,Tangermünde,Sachsen-Anhalt,Germany
Reform Elektromotorenbau,Reform Elektromotorenbau Merkers GmbH & Co.KG repairs and maintains electric drives.,R4,Repair,Merkers,Thuringen,Germany
PAMO Repairwerk,"PAMO Repairwerk is a manufacturing company offering dismantling, rewinding, impregnation repair, and maintenance services.",R4,Repair,Bitterfeld,Sachsen,Germany
Abschleppdienst Offenbach,"Abschleppdienst Offenbach is a transportation company that provides towing, oil spill removal, recovery, and special transport services.",R9,Recover,Offenbach,Hessen,Germany
Luxnote Evolution,"Luxnote Evolution sells and repairs laptops, mobile notebooks, and accessories.",R4,Repair,Hanover,Niedersachsen,Germany
ERG,"Erg is a reliable partner with expertise in electrical installation, repairs of video surveillance, and photovoltaic systems.",R4,Repair,Roßwein,Sachsen,Germany
Remanparts Mercedes-Benz,"Remanparts Mercedes-Benz brings you Genunine Remanufactured Parts of Mercedes-Benz Cars, Trucks & Vans at an attractive price.",R6,Remanufacture,Stuttgart,Baden-Wurttemberg,Germany
Agens Sozialbetriebe,"Agens Sozialbetriebe provides a range of office services, gardening, bicycle repair, and upcycling services.",R4,Repair,Berlin,Berlin,Germany
Siepmann,"Siepmann is an online portal that provides spare parts & repairs, agriculture supplies, farming, accessories, and other products.",R4,Repair,Herdecke,Nordrhein-Westfalen,Germany
Defcomp,"Defcomp provides email solutions, disaster recovery, cybersecurity, telephone systems, virtualization, web design, and consulting services.",R9,Recover,Taunusstein,Hessen,Germany
Rotorworks,"Rotorworks is a renewable energy company that focuses on providing wind tunnel installing, maintaining, and repairing services.",R4,Repair,Berlin,Berlin,Germany
Pejoc,Pejoc repairs and maintains condenser cleaning systems and cooling water filters.,R4,Repair,Gelsenkirchen,Nordrhein-Westfalen,Germany
EC One,EC One is an independent jeweller specializing in handmade wedding and engagement rings using recycled materials.,R8,Recycle,England,Nordrhein-Westfalen,Germany
STARK,"STARK is a manufacturer of care repair and cleaning products for cars, offices, bicycles, and household care.",R4,Repair,Straubing,Bayern,Germany
NET New Energy Technology,"NET provides facilities for heat recovery, heat storage and use of renewable forms of energy.",R9,Recover,Maisach,Bayern,Germany
UNICOMP,UNICOMP is a computer service and repair company.,R4,Repair,Gießen,Hessen,Germany
Cleantaxx Rubfilterreinigung,"Cleantaxx Rubfilterreinigung provides soot filter cleaning, industrial cleaning, and catalyst repair services.",R4,Repair,Langenhagen,Niedersachsen,Germany
Jllig Automobile,"Jllig Automobile provides glass repair, vehicle disposal, replacement car, delivery, tire storage, spare parts, and accessories.",R4,Repair,Münsingen,Baden-Wurttemberg,Germany
Waibel,"Waibel offers all services in the building materials value chain including raw materials, ready-mixed concrete, and recycled products.",R8,Recycle,Gernsheim,Hessen,Germany
Stichweh Maschinen & Service,Stichweh Maschinen & Service is a mechanical engineering company that manufactures and repairs equipment for sand and gravel sectors.,R4,Repair,Salzhemmendorf,Niedersachsen,Germany
VIVENTEC,"VIVENTEC plans, installs, maintains, and repairs building services equipment and systems.",R4,Repair,Munich,Bayern,Germany
comworX-IT,"comworX-IT provides computer accessories, software, computer repair, and service.",R4,Repair,Raubling,Bayern,Germany
Federn-Osswald,"Federn-Osswald manufactures and repairs leaf springs for jeeps, carriages, vintage cars, trailers, and buses.",R4,Repair,Mühlhausen,Thuringen,Germany
Knappe,"Knappe expertise in stone floor repair, renovation, grinding, polishing, and professional cleaning with advice and online services.",R4,Repair,Vacha,Thuringen,Germany
Coffee and More,"Coffee and More is a coffee machine dealer that provides care checks, repairs, and rental equipment services.",R4,Repair,Orsingen-nenzingen,Baden-Wurttemberg,Germany
ANKA Drucker Service,"ANKA Drucker Service offers printer repair, PC maintenance, network setup, installation, hardware procurement, and IT services.",R4,Repair,Stuttgart,Baden-Wurttemberg,Germany
Palatinate,"Palatinate specializes in plumbing, ventilation, air conditioning, heating, maintenance, and repair services.",R4,Repair,Marburg,Hessen,Germany
Hail Damage Center Germany,Hail Damage Center Germany is an automotive repair center that offers hail damage repair and parking dent removal services.,R4,Repair,Ibbenbüren,Nordrhein-Westfalen,Germany
aviationscouts,"aviationscouts buys, stores, re-furbishes, recycles, and re-sells passenger seats and interiors for airlines and leasing companies.",R8,Recycle,Lichtenfels,Bayern,Germany
TEWE,"TEWE installs, repairs, maintains, and supplies steam, hot water boilers, and thermal oil heating systems.",R4,Repair,Hamburg,Hamburg,Germany
IBT,"IBT supplies, installs, and repairs printers, scanners, large format, and telephony.",R4,Repair,Düren,Nordrhein-Westfalen,Germany
ECS system technology,"ECS system technology provides network implemention, installation, repairing services.",R4,Repair,Zetel,Niedersachsen,Germany
Autoglaser,"Autoglaser develops internet portals in the area of vehicle repair, workshops, and information about automotive glass and repair.",R4,Repair,Ebersbach,Sachsen,Germany
Bock,"Bock sells, repairs, and maintains commercial cleaning products.",R4,Repair,Weida,Thuringen,Germany
Stude Feuerungstechnik,"Stude Feuerungstechnik provides the construction of the fireplace systems, planning, repair, and cleaning of spare parts.",R4,Repair,Hessen,Sachsen-Anhalt,Germany
Rheinland Air Service,"Rheinland Air Service provides end-to-end aircraft maintenance, repair, and certification services as well as new and used aircraft sales.",R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
DVD,"DVD offers IT, software, hardware, data recovery, application, database, animation, customer services, and data processing solutions.",R9,Recover,Witten,Nordrhein-Westfalen,Germany
Riemer & Hartmann,Riemer & Hartmann is a car repair and tire service shop that deals with new tires or small cosmetic repairs.,R4,Repair,Ludwigshafen Am Rhein,Rheinland-Pfalz,Germany
Städtereinigung Rudolf Ernst,"Städtereinigung Rudolf Ernst collects, records, processes, and recycles most of its waste.",R8,Recycle,Gunzenhausen,Bayern,Germany
Xerovision,Xerovision is a printer company that offers a variety of printers and sccaners as well as maintenance and repair services.,R4,Repair,Unterföhring,Bayern,Germany
Walcher,"Walcher provides hydropower, mesh flow controller, transformers, relay, automation, energy transfer, and energy recovery units.",R9,Recover,Eichenzell,Hessen,Germany
MBR,Value recovery for surplus production equipment & machine tools,R9,Recover,Eschborn,Hessen,Germany
Eiffage Infra-Südwest,"Eiffage Infra-Südwest provides civil engineering, structural repair, road and building construction services.",R4,Repair,Alzey,Rheinland-Pfalz,Germany
Love Health Money,People often request for ways to reduce high cholesterol levels and to lead a healthy life.,R2,Reduce,Berlin-friedrichshain,Berlin,Germany
Autozentrum Josten,"Autozentrum Josten is a dealership company that provides car rental, car repair, and maintenance services.",R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
NRwell,"NRwell provides industrial automation equipment that is new, refurbished, and old.",R5,Refurbish,Berlin,Berlin,Germany
Oscar Suderman,"Oscar Suderman installs, maintains, and repairs electrical systems for residential and commercial sectors.",R4,Repair,Hamburg,Hamburg,Germany
TillerStack,"Field Service Management software. Up productivity, lifetime value & reduce cost. Trusted by world's largest enterprises & mobile workforce.",R2,Reduce,Berlin,Berlin,Germany
POS Service Group,"POS Service Group offers repair, cleaning, 3d measurement, and burglary protection services for residential spaces.",R4,Repair,Hausen,Thuringen,Germany
Röhll Ammunition Recovery,"Röhll Ammunition Recovery is an environmental services company that offers area probing, depth probing, and ordnance disposal services.",R9,Recover,Brandenburg,Brandenburg,Germany
Fremtas,"Fremtas is an industrial company that offers machine manufacturing, mechanical engineering, repair, and technical support services.",R4,Repair,Overath,Nordrhein-Westfalen,Germany
Nähmaschinen Handwerk,Nähmaschinen Handwerk is a supplier and repair company of sewing machines.,R4,Repair,Gütersloh,Nordrhein-Westfalen,Germany
2C Services,"2C Services specializes in the cleaning, maintaining, repairing, and painting of real estate properties.",R4,Repair,Berlin,Berlin,Germany
Auto-Hohns,"Auto-Hohns is an automotive dealer that offers new and used vehicles, as well as repair and restoration services.",R4,Repair,Schneverdingen,Niedersachsen,Germany
LK Plastics Technology,"LK Plastics Technology protects, coats, renovates, and repairs floors and systems.",R4,Repair,Dachau,Bayern,Germany
Glastechnik Engels,"Glastechnik Engels is a glass construction company that designs, produces, and repairs glass and metal products.",R4,Repair,Essen,Nordrhein-Westfalen,Germany
the TechnikHaus,the TechnikHaus is a computer repair service company.,R4,Repair,Heilbronn,Baden-Wurttemberg,Germany
Autohaus Kropf,"Autohaus Kropf is a dealership that sells spare parts, accessories, new, and used cars and provides repair, maintenance, and oil services.",R4,Repair,Nürnberg,Bayern,Germany
GREEN Data Recovery.,Green data recovery provides data recovery from any electronic storage.,R9,Recover,Berlin,Berlin,Germany
SINUIX,SINUIX is a computer service company that solves software and repair hardware problems.,R4,Repair,Forchheim,Bayern,Germany
SV Legal Training Limited,SV Legal Training teaches its clients how to use the courts to carry out their own debt recovery.,R9,Recover,England,Nordrhein-Westfalen,Germany
Mac-Freestyle,Mac-Freestyle provides a repair service for iPhones and computers.,R4,Repair,Kiel,Schleswig-Holstein,Germany
MEDER CommTech,MEDER CommTech sells and repairs radio and communication systems.,R4,Repair,Singen,Baden-Wurttemberg,Germany
Butzbach,"Butzbach manufactures & supplies sectional, large, stacking, hangar, fast and industrial doors, along with repair and maintenance services.",R4,Repair,Kellmünz,Bayern,Germany
Violin Making Michael,"Violin Making Michael is an music instruments company that offers rental, sales, repair, and restoration of instrument service.",R4,Repair,Munich,Bayern,Germany
KBW Blickle,"KBW Blickle produces hydraulic units, control technology, cooling lubricant supply systems, repair, and maintenance service.",R4,Repair,Villingen-schwenningen,Baden-Wurttemberg,Germany
Autohaus Wormser,Autohaus Wormser is a car dealership company that sells and buys new and used cars and electric-vehicle along with offering repair services.,R4,Repair,Erlangen,Bayern,Germany
